시도,시군구명칭,읍면동명칭,행정구역코드,아파트수,전체주택수,아파트비율_퍼센트
서울,종로구,사직동,11010530,1537,2565,59.92
서울,종로구,삼청동,11010540,0,652,0
서울,종로구,부암동,11010550,121,2979,4.06
서울,종로구,평창동,11010560,970,5500,17.64
서울,종로구,무악동,11010570,2655,2790,95.16
서울,종로구,교남동,11010580,2390,3658,65.34
서울,종로구,가회동,11010600,0,1313,0
서울,종로구,종로1·2·3·4가동,11010610,933,1533,60.86
서울,종로구,종로5·6가동,11010630,473,1463,32.33
서울,종로구,이화동,11010640,188,2539,7.4
서울,종로구,창신1동,11010670,788,1517,51.94
서울,종로구,창신2동,11010680,327,2403,13.61
서울,종로구,창신3동,11010690,1723,2150,80.14
서울,종로구,숭인1동,11010700,654,1611,40.6
서울,종로구,숭인2동,11010710,1830,3469,52.75
서울,종로구,청운효자동,11010720,224,3776,5.93
서울,종로구,혜화동,11010730,889,5110,17.4
서울,중구,소공동,11020520,714,740,96.49
서울,중구,회현동,11020540,1021,1509,67.66
서울,중구,명동,11020550,243,528,46.02
서울,중구,필동,11020570,670,1449,46.24
서울,중구,장충동,11020580,196,2448,8.01
서울,중구,광희동,11020590,1783,2358,75.61
서울,중구,을지로동,11020600,1136,1258,90.3
서울,중구,신당5동,11020650,2275,3379,67.33
서울,중구,황학동,11020670,2725,3761,72.45
서울,중구,중림동,11020680,3367,4140,81.33
서울,중구,신당동,11020690,785,2287,34.32
서울,중구,다산동,11020700,507,4526,11.2
서울,중구,약수동,11020710,5333,6529,81.68
서울,중구,청구동,11020720,3727,4757,78.35
서울,중구,동화동,11020730,2593,3137,82.66
서울,용산구,후암동,11030510,587,5292,11.09
서울,용산구,용산2가동,11030520,308,2971,10.37
서울,용산구,남영동,11030530,423,1678,25.21
서울,용산구,원효로2동,11030570,3154,4854,64.98
서울,용산구,효창동,11030580,1926,3877,49.68
서울,용산구,용문동,11030590,2236,4268,52.39
서울,용산구,이촌1동,11030630,8511,8532,99.75
서울,용산구,이촌2동,11030640,2676,3170,84.42
서울,용산구,이태원1동,11030650,642,1991,32.25
서울,용산구,이태원2동,11030660,666,2850,23.37
서울,용산구,서빙고동,11030690,2467,3993,61.78
서울,용산구,보광동,11030700,469,2118,22.14
서울,용산구,청파동,11030710,74,6218,1.19
서울,용산구,원효로1동,11030720,4058,6144,66.05
서울,용산구,한강로동,11030730,5791,7101,81.55
서울,용산구,한남동,11030740,2991,5504,54.34
서울,성동구,왕십리2동,11040520,4218,5188,81.3
서울,성동구,마장동,11040540,4162,6581,63.24
서울,성동구,사근동,11040550,1288,3205,40.19
서울,성동구,행당1동,11040560,3661,4558,80.32
서울,성동구,행당2동,11040570,7932,8285,95.74
서울,성동구,응봉동,11040580,3824,5218,73.28
서울,성동구,금호1가동,11040590,4910,5773,85.05
서울,성동구,금호4가동,11040620,4430,5175,85.6
서울,성동구,성수1가1동,11040650,3323,4805,69.16
서울,성동구,성수1가2동,11040660,2306,3456,66.72
서울,성동구,성수2가1동,11040670,1908,4104,46.49
서울,성동구,성수2가3동,11040680,1911,2845,67.17
서울,성동구,송정동,11040690,814,2331,34.92
서울,성동구,용답동,11040700,621,2528,24.56
서울,성동구,왕십리도선동,11040710,7288,8422,86.54
서울,성동구,금호2·3가동,11040720,4970,7227,68.77
서울,성동구,옥수동,11040730,9182,9570,95.95
서울,광진구,화양동,11050530,1640,5751,28.52
서울,광진구,군자동,11050540,779,4636,16.8
서울,광진구,중곡1동,11050550,441,4076,10.82
서울,광진구,중곡2동,11050560,300,5099,5.88
서울,광진구,중곡3동,11050570,490,4174,11.74
서울,광진구,중곡4동,11050580,313,7533,4.16
서울,광진구,능동,11050590,37,2665,1.39
서울,광진구,구의1동,11050600,1049,6221,16.86
서울,광진구,구의2동,11050610,1544,7603,20.31
서울,광진구,구의3동,11050620,5940,8956,66.32
서울,광진구,광장동,11050630,8969,10209,87.85
서울,광진구,자양1동,11050640,949,5748,16.51
서울,광진구,자양2동,11050650,2813,7240,38.85
서울,광진구,자양3동,11050660,7017,8499,82.56
서울,광진구,자양4동,11050670,2576,6154,41.86
서울,동대문구,회기동,11060710,1730,3318,52.14
서울,동대문구,휘경1동,11060720,3251,4603,70.63
서울,동대문구,휘경2동,11060730,4924,7585,64.92
서울,동대문구,청량리동,11060800,3678,5807,63.34
서울,동대문구,용신동,11060810,7682,11815,65.02
서울,동대문구,제기동,11060820,3193,7953,40.15
서울,동대문구,전농1동,11060830,5457,9811,55.62
서울,동대문구,전농2동,11060840,5345,6285,85.04
서울,동대문구,답십리2동,11060860,7920,9400,84.26
서울,동대문구,장안1동,11060870,6872,11809,58.19
서울,동대문구,장안2동,11060880,6092,9891,61.59
서울,동대문구,이문1동,11060890,2285,4951,46.15
서울,동대문구,이문2동,11060900,4712,6088,77.4
서울,동대문구,답십리1동,11060910,7435,9076,81.92
서울,중랑구,면목2동,11070520,2424,6828,35.5
서울,중랑구,면목4동,11070540,2959,5678,52.11
서울,중랑구,면목5동,11070550,2200,4509,48.79
서울,중랑구,면목7동,11070570,3175,6423,49.43
서울,중랑구,상봉1동,11070590,5272,7870,66.99
서울,중랑구,상봉2동,11070600,2873,7231,39.73
서울,중랑구,중화1동,11070610,2117,5732,36.93
서울,중랑구,중화2동,11070620,849,6285,13.51
서울,중랑구,묵1동,11070640,6780,11191,60.58
서울,중랑구,묵2동,11070650,1651,5400,30.57
서울,중랑구,망우3동,11070680,61,3939,1.55
서울,중랑구,신내1동,11070690,11086,12656,87.59
서울,중랑구,신내2동,11070700,8110,8122,99.85
서울,중랑구,면목본동,11070710,1150,9353,12.3
서울,중랑구,면목3·8동,11070720,2181,6724,32.44
서울,중랑구,망우본동,11070730,6478,10727,60.39
서울,성북구,돈암1동,11080580,5062,5462,92.68
서울,성북구,돈암2동,11080590,7636,8084,94.46
서울,성북구,안암동,11080600,1407,4001,35.17
서울,성북구,보문동,11080610,2979,4957,60.1
서울,성북구,정릉1동,11080620,4533,5811,78.01
서울,성북구,정릉2동,11080630,3064,8019,38.21
서울,성북구,정릉3동,11080640,752,5573,13.49
서울,성북구,정릉4동,11080650,5151,9051,56.91
서울,성북구,길음1동,11080660,11546,11933,96.76
서울,성북구,길음2동,11080680,7075,7578,93.36
서울,성북구,월곡1동,11080710,6061,8108,74.75
서울,성북구,월곡2동,11080720,3381,5700,59.32
서울,성북구,장위1동,11080760,1786,7711,23.16
서울,성북구,장위2동,11080770,358,3986,8.98
서울,성북구,장위3동,11080780,4603,5403,85.19
서울,성북구,성북동,11080810,568,5244,10.83
서울,성북구,삼선동,11080820,2898,6514,44.49
서울,성북구,동선동,11080830,1091,4151,26.28
서울,성북구,종암동,11080840,8059,12275,65.65
서울,성북구,석관동,11080850,4845,10637,45.55
서울,강북구,번1동,11090600,1141,4586,24.88
서울,강북구,번2동,11090610,2565,6445,39.8
서울,강북구,번3동,11090620,6810,7183,94.81
서울,강북구,수유1동,11090630,681,6715,10.14
서울,강북구,수유2동,11090640,2627,7213,36.42
서울,강북구,수유3동,11090650,1097,6869,15.97
서울,강북구,삼양동,11090690,3180,8087,39.32
서울,강북구,미아동,11090700,1180,6696,17.62
서울,강북구,송중동,11090710,3176,8938,35.53
서울,강북구,송천동,11090720,1278,7011,18.23
서울,강북구,삼각산동,11090730,10968,11046,99.29
서울,강북구,우이동,11090740,909,7145,12.72
서울,강북구,인수동,11090750,773,9989,7.74
서울,도봉구,쌍문1동,11100510,2101,7469,28.13
서울,도봉구,쌍문2동,11100520,2834,6388,44.36
서울,도봉구,쌍문3동,11100530,2065,5575,37.04
서울,도봉구,쌍문4동,11100540,5968,6737,88.59
서울,도봉구,방학1동,11100550,4460,8210,54.32
서울,도봉구,방학2동,11100560,268,5964,4.49
서울,도봉구,방학3동,11100570,9036,9461,95.51
서울,도봉구,창1동,11100590,7199,8898,80.91
서울,도봉구,창2동,11100600,2912,8624,33.77
서울,도봉구,창3동,11100610,1125,3921,28.69
서울,도봉구,창4동,11100620,9683,9765,99.16
서울,도봉구,창5동,11100630,6819,8527,79.97
서울,도봉구,도봉1동,11100640,1083,6865,15.78
서울,도봉구,도봉2동,11100650,8296,9189,90.28
서울,노원구,월계1동,11110510,4424,7228,61.21
서울,노원구,월계2동,11110520,10286,10872,94.61
서울,노원구,월계3동,11110530,12091,12170,99.35
서울,노원구,공릉2동,11110560,11712,13789,84.94
서울,노원구,하계1동,11110580,8815,9948,88.61
서울,노원구,하계2동,11110590,7861,7861,100
서울,노원구,중계본동,11110600,6032,7357,81.99
서울,노원구,중계1동,11110610,8495,8501,99.93
서울,노원구,중계4동,11110640,7065,7438,94.99
서울,노원구,상계1동,11110650,10580,13072,80.94
서울,노원구,상계2동,11110660,3876,5973,64.89
서울,노원구,상계5동,11110690,4019,7218,55.68
서울,노원구,상계8동,11110720,8784,8784,100
서울,노원구,상계9동,11110730,7955,7955,100
서울,노원구,상계10동,11110740,7235,7235,100
서울,노원구,상계3·4동,11110760,6387,10100,63.24
서울,노원구,상계6·7동,11110770,12938,12938,100
서울,노원구,중계2·3동,11110780,13435,13491,99.58
서울,노원구,공릉1동,11110790,9404,13936,67.48
서울,은평구,녹번동,11120510,5120,12548,40.8
서울,은평구,불광1동,11120520,7632,13748,55.51
서울,은평구,갈현1동,11120550,978,4896,19.98
서울,은평구,갈현2동,11120560,1549,9502,16.3
서울,은평구,구산동,11120570,2984,10930,27.3
서울,은평구,대조동,11120580,3175,9749,32.57
서울,은평구,응암1동,11120590,6236,10730,58.12
서울,은평구,응암2동,11120600,7678,9390,81.77
서울,은평구,신사1동,11120650,3019,9473,31.87
서울,은평구,신사2동,11120660,2382,6387,37.29
서울,은평구,증산동,11120670,3167,5654,56.01
서울,은평구,수색동,11120680,7142,7929,90.07
서울,은평구,진관동,11120710,15902,16408,96.92
서울,은평구,불광2동,11120720,960,9150,10.49
서울,은평구,응암3동,11120730,1062,7160,14.83
서울,은평구,역촌동,11120740,1900,14821,12.82
서울,서대문구,천연동,11130520,5065,5935,85.34
서울,서대문구,홍제1동,11130620,5723,8688,65.87
서울,서대문구,홍제3동,11130640,3570,6033,59.17
서울,서대문구,홍제2동,11130650,3903,4740,82.34
서울,서대문구,홍은1동,11130660,5449,7473,72.92
서울,서대문구,홍은2동,11130680,3566,10120,35.24
서울,서대문구,남가좌1동,11130690,5641,5781,97.58
서울,서대문구,남가좌2동,11130700,6686,9921,67.39
서울,서대문구,북가좌1동,11130710,4716,5963,79.09
서울,서대문구,북가좌2동,11130720,2007,10690,18.77
서울,서대문구,충현동,11130730,3182,6575,48.4
서울,서대문구,북아현동,11130740,4077,5137,79.37
서울,서대문구,신촌동,11130750,1657,5727,28.93
서울,서대문구,연희동,11130760,3322,11082,29.98
서울,마포구,용강동,11140590,5862,7015,83.56
서울,마포구,대흥동,11140600,2809,4911,57.2
서울,마포구,염리동,11140610,4396,6037,72.82
서울,마포구,신수동,11140630,5252,7514,69.9
서울,마포구,서교동,11140660,2540,8477,29.96
서울,마포구,합정동,11140680,1066,6004,17.75
서울,마포구,망원1동,11140690,1490,6888,21.63
서울,마포구,망원2동,11140700,2751,6421,42.84
서울,마포구,연남동,11140710,839,5400,15.54
서울,마포구,성산1동,11140720,685,6605,10.37
서울,마포구,성산2동,11140730,9513,12572,75.67
서울,마포구,상암동,11140740,8531,9404,90.72
서울,마포구,도화동,11140750,5848,7015,83.36
서울,마포구,서강동,11140760,6277,8951,70.13
서울,마포구,공덕동,11140770,7050,11058,63.75
서울,마포구,아현동,11140780,10426,10788,96.64
서울,양천구,목1동,11150510,7242,7604,95.24
서울,양천구,목2동,11150520,2838,10375,27.35
서울,양천구,목3동,11150530,2207,7141,30.91
서울,양천구,목4동,11150540,2801,7440,37.65
서울,양천구,신월1동,11150570,1307,6081,21.49
서울,양천구,신월2동,11150580,4111,7444,55.23
서울,양천구,신월3동,11150590,1037,4121,25.16
서울,양천구,신월4동,11150600,3365,6057,55.56
서울,양천구,신월5동,11150610,1411,4565,30.91
서울,양천구,신월6동,11150620,4313,4964,86.89
서울,양천구,신월7동,11150630,3226,8123,39.71
서울,양천구,신정1동,11150640,5376,5975,89.97
서울,양천구,신정2동,11150650,5139,5882,87.37
서울,양천구,신정3동,11150660,14973,16701,89.65
서울,양천구,신정6동,11150690,7073,7073,100
서울,양천구,신정7동,11150700,10299,10492,98.16
서울,양천구,목5동,11150710,12159,12159,100
서울,양천구,신정4동,11150720,1965,10335,19.01
서울,강서구,염창동,11160510,12280,13634,90.07
서울,강서구,등촌1동,11160520,4795,6627,72.36
서울,강서구,등촌2동,11160530,2669,6688,39.91
서울,강서구,등촌3동,11160540,12887,13154,97.97
서울,강서구,화곡본동,11160550,1122,12099,9.27
서울,강서구,화곡2동,11160570,333,5948,5.6
서울,강서구,화곡3동,11160580,3857,7033,54.84
서울,강서구,화곡4동,11160590,708,6738,10.51
서울,강서구,화곡6동,11160610,3348,8046,41.61
서울,강서구,화곡8동,11160630,728,8770,8.3
서울,강서구,가양2동,11160650,6569,6569,100
서울,강서구,가양3동,11160660,6990,6990,100
서울,강서구,발산1동,11160670,9122,11981,76.14
서울,강서구,공항동,11160690,4479,9079,49.33
서울,강서구,방화1동,11160700,10018,13507,74.17
서울,강서구,방화2동,11160710,4179,7724,54.1
서울,강서구,화곡1동,11160730,6002,18463,32.51
서울,강서구,우장산동,11160740,10080,13978,72.11
서울,강서구,가양1동,11160751,6507,7629,85.29
서울,강서구,방화3동,11160761,8459,9227,91.68
서울,구로구,신도림동,11170510,10499,11027,95.21
서울,구로구,구로1동,11170520,6492,6595,98.44
서울,구로구,구로3동,11170540,5473,7320,74.77
서울,구로구,구로4동,11170550,5958,8241,72.3
서울,구로구,구로5동,11170560,6777,8742,77.52
서울,구로구,고척1동,11170610,7632,9249,82.52
서울,구로구,고척2동,11170620,4375,8034,54.46
서울,구로구,개봉2동,11170640,6292,10544,59.67
서울,구로구,개봉3동,11170650,2034,7008,29.02
서울,구로구,오류1동,11170670,4045,6755,59.88
서울,구로구,수궁동,11170690,1530,8612,17.77
서울,구로구,가리봉동,11170700,114,2605,4.38
서울,구로구,구로2동,11170710,1959,7452,26.29
서울,구로구,개봉1동,11170720,6067,11047,54.92
서울,구로구,오류2동,11170730,9283,13158,70.55
서울,구로구,항동,11170740,5222,5927,88.11
서울,금천구,가산동,11180510,3409,6777,50.3
서울,금천구,독산1동,11180520,11096,14104,78.67
서울,금천구,독산2동,11180530,235,5027,4.67
서울,금천구,독산3동,11180540,1719,7548,22.77
서울,금천구,독산4동,11180550,448,4124,10.86
서울,금천구,시흥1동,11180570,4870,10243,47.54
서울,금천구,시흥2동,11180580,7333,7702,95.21
서울,금천구,시흥3동,11180590,458,3933,11.65
서울,금천구,시흥4동,11180600,1587,6096,26.03
서울,금천구,시흥5동,11180610,1388,5447,25.48
서울,영등포구,여의동,11190540,10152,10152,100
서울,영등포구,당산1동,11190550,4572,6474,70.62
서울,영등포구,당산2동,11190560,9293,11050,84.1
서울,영등포구,양평1동,11190610,3261,4152,78.54
서울,영등포구,양평2동,11190620,4578,7257,63.08
서울,영등포구,신길1동,11190630,2173,5236,41.5
서울,영등포구,신길3동,11190650,3301,4921,67.08
서울,영등포구,신길4동,11190660,2684,3747,71.63
서울,영등포구,신길5동,11190670,1617,2995,53.99
서울,영등포구,신길6동,11190680,4260,5948,71.62
서울,영등포구,신길7동,11190690,5955,6523,91.29
서울,영등포구,대림1동,11190700,2139,4122,51.89
서울,영등포구,대림2동,11190710,1729,4522,38.24
서울,영등포구,대림3동,11190720,4202,7579,55.44
서울,영등포구,영등포본동,11190730,3838,6687,57.39
서울,영등포구,영등포동,11190740,5725,8260,69.31
서울,영등포구,도림동,11190750,1684,4240,39.72
서울,영등포구,문래동,11190760,8498,8850,96.02
서울,동작구,노량진2동,11200520,270,1747,15.46
서울,동작구,상도1동,11200530,8813,14586,60.42
서울,동작구,상도2동,11200540,6990,9219,75.82
서울,동작구,상도3동,11200550,949,7370,12.88
서울,동작구,상도4동,11200560,1458,9144,15.94
서울,동작구,사당1동,11200630,702,6164,11.39
서울,동작구,사당3동,11200650,5210,7580,68.73
서울,동작구,사당4동,11200660,974,4171,23.35
서울,동작구,사당5동,11200670,2692,4525,59.49
서울,동작구,대방동,11200680,7199,11787,61.08
서울,동작구,신대방1동,11200690,4899,6821,71.82
서울,동작구,신대방2동,11200700,4036,6454,62.53
서울,동작구,흑석동,11200710,8483,10164,83.46
서울,동작구,노량진1동,11200720,8575,10983,78.08
서울,동작구,사당2동,11200730,7249,9247,78.39
서울,관악구,보라매동,11210520,1407,6265,22.46
서울,관악구,청림동,11210540,4324,5223,82.79
서울,관악구,행운동,11210570,3539,7165,49.39
서울,관악구,낙성대동,11210580,1601,3750,42.69
서울,관악구,중앙동,11210610,1012,3595,28.15
서울,관악구,인헌동,11210620,1265,6756,18.72
서울,관악구,남현동,11210630,2135,5354,39.88
서울,관악구,서원동,11210640,1084,5763,18.81
서울,관악구,신원동,11210650,669,3909,17.11
서울,관악구,서림동,11210660,1786,5318,33.58
서울,관악구,신사동,11210680,291,4426,6.57
서울,관악구,신림동,11210690,1398,4581,30.52
서울,관악구,난향동,11210710,3801,4835,78.61
서울,관악구,조원동,11210720,2458,5494,44.74
서울,관악구,대학동,11210730,2414,4868,49.59
서울,관악구,은천동,11210780,6026,10589,56.91
서울,관악구,성현동,11210790,8622,10390,82.98
서울,관악구,청룡동,11210800,4459,8107,55
서울,관악구,난곡동,11210810,915,7849,11.66
서울,관악구,삼성동,11210820,4705,6994,67.27
서울,관악구,미성동,11210830,3655,8814,41.47
서울,서초구,서초1동,11220510,4440,6606,67.21
서울,서초구,서초2동,11220520,7086,7663,92.47
서울,서초구,서초3동,11220530,6413,10162,63.11
서울,서초구,서초4동,11220540,8895,8972,99.14
서울,서초구,잠원동,11220550,7502,8501,88.25
서울,서초구,반포본동,11220560,40,40,100
서울,서초구,반포1동,11220570,7421,10198,72.77
서울,서초구,반포2동,11220580,8068,8068,100
서울,서초구,반포3동,11220590,7747,7754,99.91
서울,서초구,반포4동,11220600,3706,5987,61.9
서울,서초구,방배본동,11220610,3455,5738,60.21
서울,서초구,방배1동,11220620,1979,5623,35.19
서울,서초구,방배2동,11220630,2112,5120,41.25
서울,서초구,방배3동,11220640,4158,4990,83.33
서울,서초구,방배4동,11220650,3645,7609,47.9
서울,서초구,양재1동,11220660,10396,14041,74.04
서울,서초구,양재2동,11220670,887,7144,12.42
서울,서초구,내곡동,11220680,4574,5246,87.19
서울,강남구,신사동,11230510,3501,4556,76.84
서울,강남구,개포3동,11230511,6589,6589,100
서울,강남구,논현1동,11230520,2338,7335,31.87
서울,강남구,논현2동,11230530,3549,6945,51.1
서울,강남구,삼성1동,11230580,2712,3865,70.17
서울,강남구,삼성2동,11230590,7512,10302,72.92
서울,강남구,대치1동,11230600,6841,6897,99.19
서울,강남구,대치4동,11230630,1799,5742,31.33
서울,강남구,역삼1동,11230640,3001,10262,29.24
서울,강남구,역삼2동,11230650,8751,11409,76.7
서울,강남구,도곡1동,11230660,5640,6505,86.7
서울,강남구,도곡2동,11230670,9423,9892,95.26
서울,강남구,개포1동,11230680,8428,8537,98.72
서울,강남구,개포4동,11230710,3468,7495,46.27
서울,강남구,일원본동,11230720,6767,7140,94.78
서울,강남구,일원1동,11230730,2971,5113,58.11
서울,강남구,수서동,11230750,6883,6938,99.21
서울,강남구,세곡동,11230760,13578,14672,92.54
서울,강남구,압구정동,11230770,7559,8333,90.71
서울,강남구,청담동,11230780,5945,7973,74.56
서울,강남구,대치2동,11230790,10584,11450,92.44
서울,강남구,개포2동,11230800,13652,14012,97.43
서울,송파구,풍납1동,11240510,1595,3076,51.85
서울,송파구,풍납2동,11240520,5480,7398,74.07
서울,송파구,거여1동,11240530,1551,3484,44.52
서울,송파구,거여2동,11240540,7451,8359,89.14
서울,송파구,마천1동,11240550,2263,5074,44.6
서울,송파구,마천2동,11240560,1321,5230,25.26
서울,송파구,방이1동,11240570,2160,5007,43.14
서울,송파구,방이2동,11240580,1357,8200,16.55
서울,송파구,오륜동,11240590,5497,5497,100
서울,송파구,오금동,11240600,7212,12964,55.63
서울,송파구,송파1동,11240610,1353,9349,14.47
서울,송파구,송파2동,11240620,4425,6340,69.79
서울,송파구,석촌동,11240630,1145,12436,9.21
서울,송파구,삼전동,11240640,462,11674,3.96
서울,송파구,가락본동,11240650,4914,8387,58.59
서울,송파구,가락1동,11240660,9432,9432,100
서울,송파구,가락2동,11240670,6357,10381,61.24
